[2024-06-12 17:31:47.569]	 Done.

[2024-06-12 17:32:23.587]	 List of discovered tpm plugins: tmux-plugins/tmux-copycat tmux-plugins/tmux-open tmux-plugins/tmux-yank tmux-plugins/tmux-resurrect tmux-plugins/tmux-continuum wfxr/tmux-fzf-url omerxx/tmux-sessionx
[2024-06-12 17:32:23.599]	 Invoking /Users/alias/.config/tmux/plugins/tpm/bin/install_plugins
[2024-06-12 17:32:23.658]	 Already installed "tmux-open"
[2024-06-12 17:32:23.659]	 Already installed "tmux-resurrect"
[2024-06-12 17:32:23.659]	 Already installed "tmux-yank"
[2024-06-12 17:32:23.661]	 Already installed "tmux-fzf-url"
[2024-06-12 17:32:23.661]	 Already installed "tmux-copycat"
[2024-06-12 17:32:23.661]	 Already installed "tmux-sessionx"
[2024-06-12 17:32:23.661]	 Already installed "tmux-continuum"
[2024-06-12 17:32:23.673]	 Invoking /Users/alias/.config/tmux/plugins/tpm/bin/update_plugins all
[2024-06-12 17:32:23.692]	 Updating all plugins!
[2024-06-12 17:32:23.692]	 
[2024-06-12 17:32:24.956]	   "tmux-copycat" update success
[2024-06-12 17:32:24.961]	     | Already up to date.
[2024-06-12 17:32:24.988]	   "tmux-open" update success
[2024-06-12 17:32:24.989]	   "tmux-yank" update success
[2024-06-12 17:32:24.991]	     | Already up to date.
[2024-06-12 17:32:24.992]	     | Already up to date.
[2024-06-12 17:32:24.997]	   "tmux-fzf-url" update success
[2024-06-12 17:32:25.001]	     | Already up to date.
[2024-06-12 17:32:25.017]	   "tmux-sessionx" update success
[2024-06-12 17:32:25.019]	     | Already up to date.
[2024-06-12 17:32:25.021]	   "tmux-continuum" update success
[2024-06-12 17:32:25.024]	     | Already up to date.
[2024-06-12 17:32:25.030]	   "tmux-resurrect" update success
[2024-06-12 17:32:25.032]	     | Already up to date.
[2024-06-12 17:32:25.045]	 Invoking /Users/alias/.config/tmux/plugins/tpm/bin/clean_plugins all
[2024-06-12 17:32:25.104]	 Done.

[2024-06-18 12:25:02.275]	 List of discovered tpm plugins: tmux-plugins/tmux-copycat tmux-plugins/tmux-open tmux-plugins/tmux-yank tmux-plugins/tmux-resurrect tmux-plugins/tmux-continuum wfxr/tmux-fzf-url omerxx/tmux-sessionx
[2024-06-18 12:25:02.300]	 Invoking /Users/alias/.config/tmux/plugins/tpm/bin/install_plugins
[2024-06-18 12:25:02.428]	 Already installed "tmux-open"
[2024-06-18 12:25:02.429]	 Already installed "tmux-yank"
[2024-06-18 12:25:02.429]	 Already installed "tmux-copycat"
[2024-06-18 12:25:02.432]	 Already installed "tmux-resurrect"
[2024-06-18 12:25:02.434]	 Already installed "tmux-continuum"
[2024-06-18 12:25:02.435]	 Already installed "tmux-sessionx"
[2024-06-18 12:25:02.444]	 Already installed "tmux-fzf-url"
[2024-06-18 12:25:02.473]	 Invoking /Users/alias/.config/tmux/plugins/tpm/bin/update_plugins all
[2024-06-18 12:25:02.541]	 Updating all plugins!
[2024-06-18 12:25:02.542]	 
[2024-06-18 12:25:04.027]	   "tmux-copycat" update success
[2024-06-18 12:25:04.029]	   "tmux-open" update success
[2024-06-18 12:25:04.030]	     | Already up to date.
[2024-06-18 12:25:04.031]	     | Already up to date.
[2024-06-18 12:25:04.041]	   "tmux-resurrect" update success
[2024-06-18 12:25:04.043]	     | Already up to date.
[2024-06-18 12:25:04.199]	   "tmux-yank" update success
[2024-06-18 12:25:04.199]	   "tmux-continuum" update success
[2024-06-18 12:25:04.202]	     | Already up to date.
[2024-06-18 12:25:04.202]	     | Already up to date.
[2024-06-18 12:25:04.203]	   "tmux-fzf-url" update success
[2024-06-18 12:25:04.205]	     | Already up to date.
[2024-06-18 12:25:04.210]	   "tmux-sessionx" update success
[2024-06-18 12:25:04.212]	     | Already up to date.
[2024-06-18 12:25:04.225]	 Invoking /Users/alias/.config/tmux/plugins/tpm/bin/clean_plugins all
[2024-06-18 12:25:04.288]	 Done.

[2024-06-21 11:18:14.461]	 List of discovered tpm plugins: tmux-plugins/tmux-copycat tmux-plugins/tmux-open tmux-plugins/tmux-yank tmux-plugins/tmux-resurrect tmux-plugins/tmux-continuum wfxr/tmux-fzf-url omerxx/tmux-sessionx
[2024-06-21 11:18:14.474]	 Invoking /Users/alias/.config/tmux/plugins/tpm/bin/install_plugins
[2024-06-21 11:18:14.534]	 Already installed "tmux-copycat"
[2024-06-21 11:18:14.535]	 Already installed "tmux-open"
[2024-06-21 11:18:14.535]	 Already installed "tmux-yank"
[2024-06-21 11:18:14.535]	 Already installed "tmux-resurrect"
[2024-06-21 11:18:14.535]	 Already installed "tmux-fzf-url"
[2024-06-21 11:18:14.539]	 Already installed "tmux-continuum"
[2024-06-21 11:18:14.540]	 Already installed "tmux-sessionx"
[2024-06-21 11:18:14.552]	 Invoking /Users/alias/.config/tmux/plugins/tpm/bin/update_plugins all
[2024-06-21 11:18:14.572]	 Updating all plugins!
[2024-06-21 11:18:14.572]	 
[2024-06-21 11:18:16.164]	   "tmux-yank" update success
[2024-06-21 11:18:16.166]	     | Already up to date.
[2024-06-21 11:18:16.212]	   "tmux-copycat" update success
[2024-06-21 11:18:16.215]	     | Already up to date.
[2024-06-21 11:18:16.221]	   "tmux-resurrect" update success
[2024-06-21 11:18:16.223]	     | Already up to date.
[2024-06-21 11:18:16.227]	   "tmux-fzf-url" update success
[2024-06-21 11:18:16.230]	     | Already up to date.
[2024-06-21 11:18:16.308]	   "tmux-open" update success
[2024-06-21 11:18:16.311]	     | Already up to date.
[2024-06-21 11:18:16.333]	   "tmux-sessionx" update success
[2024-06-21 11:18:16.333]	   "tmux-continuum" update success
[2024-06-21 11:18:16.335]	     | Already up to date.
[2024-06-21 11:18:16.335]	     | Already up to date.
[2024-06-21 11:18:16.347]	 Invoking /Users/alias/.config/tmux/plugins/tpm/bin/clean_plugins all
[2024-06-21 11:18:16.405]	 Done.

